PORT_ID,TERMINAL_ID,IS_BALLAST,n_obs
104084,,1,33
110965,,0,30
100998,,1,2
102546,,1,1
104780,,1,1
104317,,0,1
104146,,1,1
102847,,1,1
102813,,1,1
100156,,1,1
100385,,0,1
101122,,1,1
100835,,1,1
100817,,1,1
100775,,1,1
100694,,1,1
100694,,0,1
101620,956004.0,1,1
