"VOYAGE_ID","CARGO_ID","COMMODITY_ID","BASELINE_TERM_ID","BASELINE_TERM_2_ID","LAYCAN_FROM","LAYCAN_TO","CARGO_QUANTITY","QUANTITY_OPTION_PCT","BOOKED_QUANTITY"
2881094,2881103,1130546,,,09-JUL-25,09-AUG-25,109000,0,109000
2881165,2881170,1130546,,,31-JUL-25,03-AUG-25,10000,0,10000
2881211,2881212,1130546,,,05-AUG-25,08-AUG-25,12000,0,12000
2881245,2881246,1130546,,,31-JUL-25,03-AUG-25,10000,0,10000
2881346,2881347,1038646,,,04-FEB-25,05-FEB-25,145000,0,145000
2881382,2881387,1130698,,,06-JUN-25,08-JUN-25,140000,0,140000
2881429,2881440,1130677,1038627,,14-JUL-25,15-JUL-25,130000,0,130000
2881490,2881491,1130698,,,,,130000,0,40000
2881490,2881500,1038646,,,,,130000,0,40000
2881791,2881794,1130677,,,26-JUL-25,27-JUL-25,1450000,0,1450000
2881827,2881828,1130594,,,,,1000,0,1000
2881868,2881875,1130594,,,08-MAY-25,10-MAY-25,135000,0,1000
2881899,2881927,1130677,,,17-JUL-25,18-JUL-25,130000,0,130000
2881952,2881957,1130677,,,18-JUN-25,20-JUN-25,130000,0,130000
2881981,2881982,1130677,,,,,145000,0,145000
2882116,2882125,1130677,,,,,130000,0,130000
2882116,2882130,1130677,,,,,130000,0,130000
2882316,2882321,1130677,,,29-SEP-25,30-SEP-25,130000,0,130000
2882373,2882376,1130686,,,27-JUN-25,28-JUN-25,130000,0,130000
2882465,2882472,1130677,,,20-JUN-25,,132000,0,130000
