"VOYAGE_ID","VESSEL_ID","VOYAGE_START_TS","MILES_BALLAST","MILES_LOADED","MILES_TOTAL","SPEED_BALLAST","SPEED_LOADED","DAYS_AT_SEA","DAYS_IN_PORT_TOTAL","DAYS_TOTAL","DAYS_OFFHIRE","HAS_CANAL_PASSAGE","CANAL_COST","CANAL_1_ID","CANAL_2_ID","VOYAGE_STATUS","VESSEL_TYPE_ID"
1584905,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.32916666666667,1,0,0,,,"P",1038665
1727677,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.329166666666666,1,0,0,,,"P",1038665
1104745,1040617,30-JAN-22,634,1145,1779,13,13,5.583333333333334,0,47.32916666666667,1,0,0,,,"P",1038665
1732965,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.329166666666666,1,0,0,,,"P",1038665
1938409,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.329166666666666,1,0,0,,,"P",1038665
1106286,1040617,30-JAN-22,634,1145,1779,13,13,5.583333333333334,0,47.32916666666667,1,0,0,,,"P",1038665
1145282,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.32916666666667,1,0,0,,,"P",1038665
1735088,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.329166666666666,1,0,0,,,"P",1038665
1843402,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.329166666666666,1,0,0,,,"P",1038665
1845880,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.329166666666666,1,0,0,,,"P",1038665
1744913,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.329166666666666,1,0,0,,,"P",1038665
1128591,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.32916666666667,1,0,0,,,"P",1038665
1661176,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.32916666666667,1,0,0,,,"P",1038665
1688621,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.329166666666666,1,0,0,,,"P",1038665
1369488,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.32916666666667,1,0,0,,,"P",1038665
1786481,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.329166666666666,1,0,0,,,"P",1038665
1134640,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.32916666666667,1,0,0,,,"P",1038665
1227838,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.32916666666667,1,0,0,,,"P",1038665
1806665,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.329166666666666,1,0,0,,,"P",1038665
1817401,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.329166666666666,1,0,0,,,"P",1038665
1711717,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.329166666666666,1,0,0,,,"P",1038665
1804282,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.329166666666666,1,0,0,,,"P",1038665
1703199,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.329166666666666,1,0,0,,,"P",1038665
1760679,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.329166666666666,1,0,0,,,"P",1038665
1822358,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.329166666666666,1,0,0,,,"P",1038665
1075312,1040617,30-JAN-22,634,1145,1779,13,13,5.989369980300799,0,11.489369980300799,0,0,0,,,"P",1038665
1097906,1040617,30-JAN-22,634,1145,1779,13,13,5.583333333333334,0,47.32916666666667,1,0,0,,,"P",1038665
1098472,1040617,30-JAN-22,634,1145,1779,13,13,5.583333333333334,0,47.32916666666667,1,0,0,,,"P",1038665
1555704,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.32916666666667,1,0,0,,,"P",1038665
1709407,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.329166666666666,1,0,0,,,"P",1038665
1099044,1040617,30-JAN-22,634,1145,1779,13,13,5.583333333333334,0,47.32916666666667,1,0,0,,,"P",1038665
1604339,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.32916666666667,1,0,0,,,"P",1038665
1638550,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.32916666666667,1,0,0,,,"P",1038665
1069533,1040617,30-JAN-22,634,1145,1779,13,13,5.989369980300799,0,11.489369980300799,0,0,0,,,"P",1038665
1078804,1040617,30-JAN-22,634,1145,1779,13,13,6.000527898870857,0,11.500527898870857,1,0,0,,,"P",1038665
1720561,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.329166666666666,1,0,0,,,"P",1038665
1819949,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.329166666666666,1,0,0,,,"P",1038665
1548325,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.32916666666667,1,0,0,,,"P",1038665
1599872,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.32916666666667,1,0,0,,,"P",1038665
1610602,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.32916666666667,1,0,0,,,"P",1038665
1069277,1040617,30-JAN-22,634,1145,1779,13,13,5.989369980300799,0,11.489369980300799,0,0,0,,,"P",1038665
1089257,1040617,30-JAN-22,634,1145,1779,13,13,5.583333333333334,0,47.32916666666667,1,0,0,,,"P",1038665
1829829,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.329166666666666,1,0,0,,,"P",1038665
1860164,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.329166666666666,1,0,0,,,"P",1038665
1068729,1040617,30-JAN-22,634,1145,1779,13,13,5.989369980300799,0,11.489369980300799,0,0,0,,,"P",1038665
1086447,1040617,30-JAN-22,634,1145,1779,13,13,5.583333333333334,0,47.32916666666667,1,0,0,,,"P",1038665
1608549,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.32916666666667,1,0,0,,,"P",1038665
1652917,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.32916666666667,1,0,0,,,"P",1038665
1068989,1040617,30-JAN-22,634,1145,1779,13,13,5.989369980300799,0,11.489369980300799,0,0,0,,,"P",1038665
1088675,1040617,30-JAN-22,634,1145,1779,13,13,5.583333333333334,0,47.32916666666667,1,0,0,,,"P",1038665
1564656,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.32916666666667,1,0,0,,,"P",1038665
1094515,1040617,30-JAN-22,634,1145,1779,13,13,5.583333333333334,0,47.32916666666667,1,0,0,,,"P",1038665
1095902,1040617,30-JAN-22,634,1145,1779,13,13,5.583333333333334,0,47.32916666666667,1,0,0,,,"P",1038665
1146982,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.32916666666667,1,0,0,,,"P",1038665
1835468,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.329166666666666,1,0,0,,,"P",1038665
1737435,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.329166666666666,1,0,0,,,"P",1038665
1863448,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.329166666666666,1,0,0,,,"P",1038665
1866883,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.329166666666666,1,0,0,,,"P",1038665
1848303,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.329166666666666,1,0,0,,,"P",1038665
1912438,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.329166666666666,1,0,0,,,"P",1038665
1202496,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.32916666666667,1,0,0,,,"P",1038665
1443456,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.32916666666667,1,0,0,,,"P",1038665
1452492,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.32916666666667,1,0,0,,,"P",1038665
1947411,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.329166666666666,1,0,0,,,"P",1038665
1105630,1040617,30-JAN-22,634,1145,1779,13,13,5.583333333333334,0,47.32916666666667,1,0,0,,,"P",1038665
1171008,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.32916666666667,1,0,0,,,"P",1038665
1869359,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.329166666666666,1,0,0,,,"P",1038665
1906667,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.329166666666666,1,0,0,,,"P",1038665
1172053,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.32916666666667,1,0,0,,,"P",1038665
1298573,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.32916666666667,1,0,0,,,"P",1038665
1411318,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.32916666666667,1,0,0,,,"P",1038665
1960988,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.329166666666666,1,0,0,,,"P",1038665
1110208,1040617,30-JAN-22,634,1145,1779,13,13,5.583333333333334,0,47.32916666666667,1,0,0,,,"P",1038665
1203362,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.32916666666667,1,0,0,,,"P",1038665
1260449,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.32916666666667,1,0,0,,,"P",1038665
1480125,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.32916666666667,1,0,0,,,"P",1038665
1486025,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.32916666666667,1,0,0,,,"P",1038665
1935629,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.329166666666666,1,0,0,,,"P",1038665
1106904,1040617,30-JAN-22,634,1145,1779,13,13,5.583333333333334,0,47.32916666666667,1,0,0,,,"P",1038665
1174513,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.32916666666667,1,0,0,,,"P",1038665
1177403,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.32916666666667,1,0,0,,,"P",1038665
1187699,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.32916666666667,1,0,0,,,"P",1038665
1658956,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.32916666666667,1,0,0,,,"P",1038665
2017073,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.329166666666666,1,0,0,,,"P",1038665
1125609,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.32916666666667,1,0,0,,,"P",1038665
1168938,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.32916666666667,1,0,0,,,"P",1038665
1388372,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.32916666666667,1,0,0,,,"P",1038665
1417203,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.32916666666667,1,0,0,,,"P",1038665
1422971,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.32916666666667,1,0,0,,,"P",1038665
1434633,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.32916666666667,1,0,0,,,"P",1038665
1967404,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.329166666666666,1,0,0,,,"P",1038665
1982611,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.329166666666666,1,0,0,,,"P",1038665
1209486,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.32916666666667,1,0,0,,,"P",1038665
1231321,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.32916666666667,1,0,0,,,"P",1038665
1237031,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.32916666666667,1,0,0,,,"P",1038665
1357086,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.32916666666667,1,0,0,,,"P",1038665
1140209,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.32916666666667,1,0,0,,,"P",1038665
1621985,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.32916666666667,1,0,0,,,"P",1038665
1672289,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.32916666666667,1,0,0,,,"P",1038665
2004579,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.329166666666666,1,0,0,,,"P",1038665
1335132,1040617,30-JAN-22,634.3035518153733,1145.3949566168642,1779.6985084322375,13,13,5.583333333333334,0,47.32916666666667,1,0,0,,,"P",1038665
