fleet_plan_key,vessel_key,voyage_key,sequence,start,end,duration_days,laycan_start,laycan_end
1013798,1038667,1066350,1,2025-01-27 00:00:00,2025-02-27 16:40:00,31.694444444444443,2025-01-27,2025-01-27
1013798,1038706,1044146,1,2025-01-27 00:00:00,2025-02-27 16:39:56,31.69440365073264,2025-01-27,2025-01-27
1013798,1038877,1049012,1,2025-01-29 18:13:24,2025-03-01 10:33:24,30.680555555555557,2025-01-28,2025-01-28
1013798,1040617,1074211,1,2025-02-04 14:51:39,2025-02-25 17:54:48,21.12719210478524,2025-02-03,2025-02-03
1013798,1040617,1051407,2,2025-03-07 00:00:00,2025-04-14 05:51:56,38.24439439637625,2025-03-07,2025-03-09
