fleet_plan_key,vessel_key,voyage_key,sequence,start,end,duration_days,laycan_start,laycan_end
1013798,1041237,1070479,1,2025-01-24 00:00:00,2025-03-03 05:04:41,38.21158744290898,2022-08-30,2022-08-30
1013798,1041237,2025146,2,2025-03-03 05:04:42,2025-04-05 15:51:16,33.44900410012152,2022-10-26,2022-10-26
1013798,1041237,2145048,3,2025-04-05 15:51:16,2025-04-29 02:56:05,23.461677544030508,2022-11-01,2022-11-01
1013798,1041237,2757881,4,2025-04-29 02:56:07,2025-05-21 03:18:40,22.015658015839083,2022-12-15,2022-12-15
1013798,1041237,1050535,5,2025-05-21 03:18:35,2025-07-01 21:36:37,41.7625223833179,2023-06-24,2023-06-24
1013798,1041237,1282433,6,2025-07-01 21:36:35,2025-08-12 18:02:10,41.85109821825834,2024-03-28,2024-03-28
1013798,1041237,2774202,7,2025-08-12 18:02:10,2025-08-23 18:38:17,11.025077738384217,2024-09-23,2024-09-25
1013798,1041237,1066854,8,2025-08-23 18:38:18,2025-11-20 12:23:52,88.73997694419211,2025-01-11,2025-01-15
1013798,1041237,1049467,9,2025-11-20 12:23:54,2026-01-01 06:41:56,41.7625223833179,2025-01-28,2025-01-28
1013798,1041237,1063007,10,2026-01-01 06:41:54,2026-02-23 23:31:47,53.701310833876924,2025-01-29,2025-01-29
1013798,1041237,1046167,11,2026-02-23 23:31:47,2026-03-15 13:38:06,19.587724538582844,2025-02-04,2025-02-05
1013798,1041237,1117971,12,2026-03-15 13:38:12,2026-05-16 21:41:54,62.33590104279238,2025-02-27,2025-02-27
1013798,1041237,1051407,13,2026-05-16 21:41:54,2026-06-24 03:33:50,38.24439439637625,2025-03-07,2025-03-09
1013798,1041237,1396573,14,2026-06-24 03:33:50,2026-07-07 15:29:33,13.497022262177241,2025-03-09,2025-03-10
1013798,1041237,1854438,15,2026-07-07 15:29:31,2026-07-21 10:47:41,13.804280415267696,2025-03-16,2025-03-18
1013798,1041237,1381027,16,2026-07-21 10:47:43,2026-08-09 23:34:41,19.532620930188507,2025-04-30,2025-05-01
1013798,1041237,1441884,17,2026-08-09 23:34:39,2026-09-11 07:22:14,32.324705991216874,2025-05-03,2025-05-03
1013798,1041237,2732472,18,2026-09-11 07:22:13,2026-10-06 04:05:09,24.863152878712658,2025-05-20,2025-05-21
1013798,1041237,1646701,19,2026-10-06 04:05:05,2026-12-19 05:42:38,74.06773975558656,2025-06-20,
1013798,1041237,1742611,20,2026-12-19 05:42:43,2027-01-25 05:19:28,36.983849205044386,2025-06-23,2025-06-23
1013798,1041237,3066189,21,2027-01-25 05:19:24,2027-02-25 11:04:33,31.23968589406466,2025-06-26,2025-06-26
1013798,1041237,2152943,22,2027-02-25 11:04:34,2027-03-10 08:10:19,12.878995085257655,2025-06-26,2025-06-26
1013798,1041237,2153539,23,2027-03-10 08:10:19,2027-04-18 15:57:41,39.32456028970373,2025-06-26,2025-06-26
1013798,1041237,1946180,24,2027-04-18 15:57:45,2027-05-29 17:14:19,41.053173925931425,2025-07-09,2025-08-09
1013798,1041237,1876884,25,2027-05-29 17:14:12,2027-06-06 06:19:51,7.545586892667114,2025-07-26,2025-07-27
1013798,1041237,2095525,26,2027-06-06 06:19:52,2027-08-22 01:00:25,76.7781654750692,2025-07-26,2025-07-26
1013798,1041237,1924458,27,2027-08-22 01:00:29,2027-09-02 21:05:57,11.837133851832656,2025-07-31,2025-08-03
1013798,1041237,1927075,28,2027-09-02 21:05:54,2027-10-09 19:03:01,36.91465888955311,2025-07-31,2025-08-03
1013798,1041237,1922508,29,2027-10-09 19:03:04,2027-10-20 16:35:50,10.89775805889266,2025-08-05,2025-08-08
1013798,1041237,2012008,30,2027-10-20 16:35:46,2027-11-02 02:48:54,12.425782906676368,2025-08-29,2025-08-30
1013798,1041237,2805526,31,2027-11-02 02:48:55,2027-11-05 01:54:46,2.9623989678002527,2025-09-06,2025-09-06
1013798,1041237,2662321,32,2027-11-05 01:54:46,2027-11-19 09:47:13,14.328089677837736,2025-09-24,2025-09-26
1013798,1041237,2730005,33,2027-11-19 09:47:14,2027-12-17 18:35:31,28.366857909473072,2025-09-25,2025-09-26
1013798,1041237,1219985,34,2027-12-17 18:35:34,2028-01-19 14:32:05,32.83090969052708,2025-10-13,2025-10-19
1013798,1041237,2033455,35,2028-01-19 14:32:04,2028-03-14 06:44:31,54.6753099210514,2026-03-22,2026-03-22
