fleet_plan_key,vessel_key,voyage_key,sequence,start,end,duration_days,laycan_start,laycan_end
1013798,1041918,2064136,1,2025-09-10 00:00:00,2025-11-03 02:22:30,54.098958941982055,2025-09-10,2025-09-12
1013798,1042074,1117971,1,2025-02-27 00:00:00,2025-04-30 08:03:42,62.33590104279238,2025-02-27,2025-02-27
1013798,1042074,1217904,2,2025-04-30 08:03:42,2025-06-03 14:31:44,34.269465796694774,2025-04-01,2025-04-07
1013798,1042074,1441884,3,2025-06-03 14:31:47,2025-07-05 22:19:22,32.324705991216874,2025-05-03,2025-05-03
1013798,1042074,1694482,4,2025-07-05 22:19:21,2025-08-05 16:06:15,30.74090258294609,2025-06-03,2025-06-03
1013798,1042150,2033455,1,2026-03-22 00:00:00,2026-05-15 16:12:27,54.6753099210514,2026-03-22,2026-03-22
1013798,1042278,2145048,1,2025-01-24 00:00:00,2025-02-16 11:04:49,23.461677544030508,2022-11-01,2022-11-01
1013798,1042278,2757881,2,2025-02-16 11:04:51,2025-03-10 11:27:24,22.015658015839083,2022-12-15,2022-12-15
1013798,1042612,1061928,1,2025-01-24 00:00:00,2025-01-31 03:53:07,7.1618907124741975,2023-12-09,2023-12-09
1013798,1042612,2774202,2,2025-01-31 03:53:08,2025-02-11 04:29:15,11.025077738384217,2024-09-23,2024-09-25
1013798,1042784,2805526,1,2025-09-06 00:00:00,2025-09-08 23:05:51,2.9623989678002527,2025-09-06,2025-09-06
1013798,1042900,1050535,1,2025-01-24 00:00:00,2025-03-06 18:18:02,41.7625223833179,2023-06-24,2023-06-24
1013798,1042900,1066854,2,2025-03-06 18:18:00,2025-06-03 12:03:34,88.73997694419211,2025-01-11,2025-01-15
1013798,1043022,1749267,1,2025-06-27 00:00:00,2025-07-19 01:51:41,22.077561624702376,2025-06-27,2025-06-28
1013798,1043022,3113897,2,2025-07-19 01:51:45,2025-08-06 20:54:18,18.79343993499121,2025-07-12,2025-07-12
1013798,1043108,1646701,1,2025-06-20 00:00:00,2025-09-02 01:37:33,74.06773975558656,2025-06-20,
1013798,1043280,1054664,1,2025-01-29 00:00:00,2025-04-05 07:28:27,66.31141835668579,2025-01-29,2025-01-29
1013798,1043488,2730005,1,2025-09-25 00:00:00,2025-10-23 08:48:17,28.366857909473072,2025-09-25,2025-09-26
1013798,1043540,1396573,1,2025-03-09 00:00:00,2025-03-22 11:55:43,13.497022262177241,2025-03-09,2025-03-10
1013798,1650272,2012008,1,2025-08-29 00:00:00,2025-09-10 10:13:08,12.425782906676368,2025-08-29,2025-08-30
1013798,1651778,1652137,1,2025-06-18 00:00:00,2025-07-19 16:01:51,31.66795052139619,2025-06-18,2025-06-20
1013798,1668130,2662321,1,2025-09-24 00:00:00,2025-10-08 07:52:27,14.328089677837736,2025-09-24,2025-09-26
1013798,1669802,2639324,1,2025-08-23 00:00:00,2025-10-21 18:41:32,59.7788439682007,2025-08-23,2025-08-24
1013798,1832345,3068424,1,2025-09-17 00:00:00,2025-10-24 13:23:26,37.55794118658374,2025-09-17,2025-09-17
