"DISTANCE_ID","FROM_PORT_ID","TO_PORT_ID","MILES"
1004364,100494,103287,4422.7445660450456645434192587025211757
1004664,100494,103287,4422.7445660450456645434192587025211757
1004718,102354,100203,4613.7856125924204648154638754979726021
1004418,102354,100203,4613.7856125924204648154638754979726021
1004693,103287,102354,1371.4526708735752855825710000431770726
1004393,103287,102354,1371.4526708735752855825710000431770726
